quote_id,snapshot_id,observed_at,root,expiry,settlement_at,exercise,settlement_style,option_type,strike,bid,ask,bid_size,ask_size
FIXTURE-120-021-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6417.736100998622,511.84451778140715,513.3445177814071,5,7
FIXTURE-120-022-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6536.095988107203,122.1618463906344,123.6618463906344,5,7
FIXTURE-120-022-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6536.095988107203,602.369672963592,603.869672963592,5,7
FIXTURE-120-023-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6654.455875215784,101.47855297877386,102.97855297877386,5,7
FIXTURE-120-023-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6654.455875215784,698.5646506701848,700.0646506701848,5,7
FIXTURE-120-024-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6772.815762324365,85.10940763828853,86.60940763828853,5,7
FIXTURE-120-024-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6772.815762324365,798.953415344795,800.453415344795,5,7
FIXTURE-120-025-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,6891.175649432947,72.46530480863368,73.96530480863368,5,7
FIXTURE-120-025-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,6891.175649432947,902.9863550256455,904.4863550256455,5,7
FIXTURE-120-026-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7009.535536541527,62.09417509199324,63.59417509199324,5,7
FIXTURE-120-026-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7009.535536541527,1009.4906803128898,1010.9906803128898,5,7
FIXTURE-120-027-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7127.895423650109,53.85687593315845,55.35687593315845,5,7
FIXTURE-120-027-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7127.895423650109,1118.0702766237084,1119.5702766237084,5,7
FIXTURE-120-028-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7246.25531075869,46.817072269386614,48.317072269386614,5,7
FIXTURE-120-028-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7246.25531075869,1227.8479706177338,1229.3479706177338,5,7
FIXTURE-120-029-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7364.615197867271,40.85671761089581,42.35671761089581,5,7
FIXTURE-120-029-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7364.615197867271,1338.7929822681103,1340.2929822681103,5,7
FIXTURE-120-030-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7482.975084975852,35.93048412747738,37.43048412747738,5,7
FIXTURE-120-030-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7482.975084975852,1450.7889705193256,1452.2889705193256,5,7
FIXTURE-120-031-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7601.334972084433,31.7292924374915,33.2292924374915,5,7
FIXTURE-120-031-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7601.334972084433,1563.1370144567732,1564.6370144567732,5,7
FIXTURE-120-032-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7719.694859193014,27.923315025918196,29.423315025918196,5,7
FIXTURE-120-032-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7719.694859193014,1676.2497060419653,1677.7497060419653,5,7
FIXTURE-120-033-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7838.0547463015955,24.394892058057632,25.894892058057632,5,7
FIXTURE-120-033-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7838.0547463015955,1789.615318988728,1791.115318988728,5,7
FIXTURE-120-034-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,7956.414633410176,21.34689955787956,22.84689955787956,5,7
FIXTURE-120-034-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,7956.414633410176,1903.4818268214624,1904.9818268214624,5,7
FIXTURE-120-035-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8074.7745205187575,18.856482257140623,20.356482257140623,5,7
FIXTURE-120-035-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8074.7745205187575,2017.756749991771,2019.256749991771,5,7
FIXTURE-120-036-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8193.134407627338,16.42021282730112,17.92021282730112,5,7
FIXTURE-120-036-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8193.134407627338,2132.134297030507,2133.634297030507,5,7
FIXTURE-120-037-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8311.49429473592,14.320242037261131,15.820242037261131,5,7
FIXTURE-120-037-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8311.49429473592,2246.9667176506223,2248.4667176506223,5,7
FIXTURE-120-038-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8429.854181844501,12.397132589106889,13.897132589106889,5,7
FIXTURE-120-038-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8429.854181844501,2361.9040002924157,2363.4040002924157,5,7
FIXTURE-120-039-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8548.214068953082,10.850479312108112,12.350479312108112,5,7
FIXTURE-120-039-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8548.214068953082,2476.846996983948,2478.346996983948,5,7
FIXTURE-120-040-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8666.573956061662,9.516739741016966,11.016739741016966,5,7
FIXTURE-120-040-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8666.573956061662,2592.2813760449408,2593.7813760449408,5,7
FIXTURE-120-041-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8784.933843170244,8.232950407917716,9.665568810190308,5,7
FIXTURE-120-041-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8784.933843170244,2707.8850624615334,2709.3850624615334,5,7
FIXTURE-120-042-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,8903.293730278825,7.216412062318072,8.469936600810724,5,7
FIXTURE-120-042-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,8903.293730278825,2823.5461876039813,2825.0461876039813,5,7
FIXTURE-120-043-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,9021.653617387406,6.237338599829427,7.33319048730993,5,7
FIXTURE-120-043-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,9021.653617387406,2939.4899022043965,2940.9899022043965,5,7
FIXTURE-120-044-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,9140.013504495988,5.557445464377119,6.514649335679515,5,7
FIXTURE-120-044-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,9140.013504495988,3055.347611452431,3056.847611452431,5,7
FIXTURE-120-045-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,9258.37339160457,4.779878170180392,5.615302841647602,5,7
FIXTURE-120-045-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,9258.37339160457,3171.38095780956,3172.88095780956,5,7
FIXTURE-120-046-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,C,9376.733278713149,4.250129939363646,4.9787091074860115,5,7
FIXTURE-120-046-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-05-15,2026-05-15T16:00:00-04:00,European,PM,P,9376.733278713149,3287.453309102457,3288.953309102457,5,7
FIXTURE-240-000-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,3964.630930403688,2095.251253476621,2096.751253476621,5,7
FIXTURE-240-000-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,3964.630930403688,15.78669539822095,17.28669539822095,5,7
FIXTURE-240-001-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4070.1980261836684,1995.6250691627338,1997.1250691627338,5,7
FIXTURE-240-001-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4070.1980261836684,19.063551358495705,20.563551358495705,5,7
FIXTURE-240-002-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4175.765121963648,1896.5998662514435,1898.0998662514435,5,7
FIXTURE-240-002-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4175.765121963648,22.98473552357064,24.48473552357064,5,7
FIXTURE-240-003-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4281.3322177436285,1798.2858407074127,1799.7858407074127,5,7
FIXTURE-240-003-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4281.3322177436285,27.17890495601658,28.67890495601658,5,7
FIXTURE-240-004-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4386.899313523608,1700.4231141235275,1701.9231141235275,5,7
FIXTURE-240-004-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4386.899313523608,32.09396070243777,33.59396070243777,5,7
FIXTURE-240-005-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4492.466409303588,1602.9020402523918,1604.4020402523918,5,7
FIXTURE-240-005-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4492.466409303588,37.775756917060754,39.275756917060754,5,7
FIXTURE-240-006-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4598.033505083567,1506.4952322728238,1507.9952322728238,5,7
FIXTURE-240-006-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4598.033505083567,43.94051195895317,45.44051195895317,5,7
FIXTURE-240-007-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4703.600600863548,1410.9729779614936,1412.4729779614936,5,7
FIXTURE-240-007-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4703.600600863548,51.283359708029494,52.783359708029494,5,7
FIXTURE-240-008-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4809.167696643528,1316.386719972893,1317.886719972893,5,7
FIXTURE-240-008-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4809.167696643528,59.467025988340765,60.967025988340765,5,7
FIXTURE-240-009-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,4914.734792423507,1223.0469164669403,1224.5469164669403,5,7
FIXTURE-240-009-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,4914.734792423507,69.22225804257072,70.72225804257072,5,7
FIXTURE-240-010-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5020.301888203487,1131.5233518231944,1133.0233518231944,5,7
FIXTURE-240-010-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5020.301888203487,80.38659416589203,81.88659416589203,5,7
FIXTURE-240-011-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5125.868983983467,1042.1301058899771,1043.6301058899771,5,7
FIXTURE-240-011-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5125.868983983467,93.73423997111537,95.23423997111537,5,7
FIXTURE-240-012-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5231.436079763447,955.0836132741081,956.5836132741081,5,7
FIXTURE-240-012-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5231.436079763447,109.75184800769767,111.25184800769767,5,7
FIXTURE-240-013-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5337.003175543427,871.13217546266,872.63217546266,5,7
FIXTURE-240-013-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5337.003175543427,128.385003302284,129.885003302284,5,7
FIXTURE-240-014-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5442.570271323407,790.6054728857528,792.1054728857528,5,7
FIXTURE-240-014-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5442.570271323407,150.72364666743394,152.22364666743394,5,7
FIXTURE-240-015-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5548.137367103387,714.0967339798602,715.5967339798602,5,7
FIXTURE-240-015-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5548.137367103387,177.07139685608584,178.57139685608584,5,7
FIXTURE-240-016-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5653.704462883366,641.8199355179281,643.3199355179281,5,7
FIXTURE-240-016-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5653.704462883366,207.45940930326017,208.95940930326017,5,7
FIXTURE-240-017-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5759.271558663346,574.3293521037999,575.8293521037999,5,7
FIXTURE-240-017-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5759.271558663346,243.13862183142533,244.63862183142533,5,7
FIXTURE-240-018-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5864.838654443326,511.9567882515478,513.4567882515478,5,7
FIXTURE-240-018-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5864.838654443326,283.55509587949115,285.05509587949115,5,7
FIXTURE-240-019-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,5970.405750223306,454.7489909817097,456.2489909817097,5,7
FIXTURE-240-019-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,5970.405750223306,329.08677577131124,330.58677577131124,5,7
FIXTURE-240-020-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6075.972846003286,403.08531428810943,404.58531428810943,5,7
FIXTURE-240-020-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6075.972846003286,380.2130839270302,381.7130839270302,5,7
FIXTURE-240-021-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6181.539941783265,356.5192588550443,358.0192588550443,5,7
FIXTURE-240-021-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6181.539941783265,436.36668546432776,437.86668546432776,5,7
FIXTURE-240-022-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6287.107037563246,315.06440680381365,316.56440680381365,5,7
FIXTURE-240-022-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6287.107037563246,497.9148274448647,499.4148274448647,5,7
FIXTURE-240-023-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6392.674133343226,278.3526031734209,279.8526031734209,5,7
FIXTURE-240-023-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6392.674133343226,563.8599546485617,565.3599546485617,5,7
FIXTURE-240-024-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6498.241229123205,246.1139421948278,247.6139421948278,5,7
FIXTURE-240-024-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6498.241229123205,634.6939075783522,636.1939075783522,5,7
FIXTURE-240-025-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6603.808324903185,218.11069349098858,219.61069349098858,5,7
FIXTURE-240-025-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6603.808324903185,709.4216595818198,710.9216595818198,5,7
FIXTURE-240-026-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6709.375420683165,193.84848636356324,195.34848636356324,5,7
FIXTURE-240-026-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6709.375420683165,787.9137150628628,789.4137150628628,5,7
FIXTURE-240-027-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6814.942516463145,172.75706492905925,174.25706492905925,5,7
FIXTURE-240-027-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6814.942516463145,869.6982488923287,871.1982488923287,5,7
FIXTURE-240-028-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,6920.509612243124,154.75977771997114,156.25977771997114,5,7
FIXTURE-240-028-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,6920.509612243124,954.3029553736751,955.8029553736751,5,7
FIXTURE-240-029-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7026.0767080231035,138.9326196095447,140.4326196095447,5,7
FIXTURE-240-029-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7026.0767080231035,1041.6801427733142,1043.1801427733142,5,7
FIXTURE-240-030-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7131.643803803085,125.69508866400665,127.19508866400665,5,7
FIXTURE-240-030-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7131.643803803085,1131.106156009126,1132.606156009126,5,7
FIXTURE-240-031-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7237.210899583064,113.81823423888375,115.31823423888375,5,7
FIXTURE-240-031-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7237.210899583064,1222.2774492521985,1223.7774492521985,5,7
FIXTURE-240-032-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7342.777995363044,103.69552708596841,105.19552708596841,5,7
FIXTURE-240-032-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7342.777995363044,1314.7525428378522,1316.2525428378522,5,7
FIXTURE-240-033-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7448.345091143025,94.97894374890971,96.47894374890971,5,7
FIXTURE-240-033-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7448.345091143025,1408.8203472365735,1410.3203472365735,5,7
FIXTURE-240-034-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7553.912186923004,87.09665658046629,88.59665658046629,5,7
FIXTURE-240-034-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7553.912186923004,1503.7409302906767,1505.2409302906767,5,7
FIXTURE-240-035-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7659.479282702983,80.34480783101702,81.84480783101702,5,7
FIXTURE-240-035-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7659.479282702983,1599.7319429620377,1601.2319429620377,5,7
FIXTURE-240-036-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7765.046378482963,74.13461162192671,75.63461162192671,5,7
FIXTURE-240-036-P,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,P,7765.046378482963,1696.4160725820004,1697.9160725820004,5,7
FIXTURE-240-037-C,SYNTHETIC-ONLY-01,2026-01-15T15:45:00-05:00,SPXW,2026-09-12,2026-09-12T16:00:00-04:00,European,PM,C,7870.613474262944,68.52361462421169,70.02361462421169,5,7
