symbol,root,expiry,option_type,strike,bid,ask,midpoint,spread,relative_spread,local_price_screen_pass,exclusion_reasons,warnings
SPX270115C08775000,SPX,2027-01-15,C,8775.0,6.6,7.1,6.85,0.5,0.07299270072992702,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P08775000,SPX,2027-01-15,P,8775.0,1008.2,1011.2,1009.7,3.0,0.002971179558284639,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C08800000,SPX,2027-01-15,C,8800.0,6.0,6.5,6.25,0.5,0.08,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P08800000,SPX,2027-01-15,P,8800.0,1032.6,1035.1,1033.85,2.5,0.0024181457658267644,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C08850000,SPX,2027-01-15,C,8850.0,5.0,5.5,5.25,0.5,0.09523809523809523,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P08850000,SPX,2027-01-15,P,8850.0,1080.7,1083.4,1082.0500000000002,2.7000000000000455,0.002495263619980634,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C08900000,SPX,2027-01-15,C,8900.0,4.2,4.7,4.45,0.5,0.11235955056179775,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P08900000,SPX,2027-01-15,P,8900.0,1129.2,1131.7,1130.45,2.5,0.0022115086912291564,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09000000,SPX,2027-01-15,C,9000.0,3.1,3.5,3.3,0.3999999999999999,0.12121212121212119,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09000000,SPX,2027-01-15,P,9000.0,1226.5,1229.1,1227.8,2.599999999999909,0.002117608731063617,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09100000,SPX,2027-01-15,C,9100.0,2.3,2.7,2.5,0.40000000000000036,0.16000000000000014,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09100000,SPX,2027-01-15,P,9100.0,1314.8,1335.3,1325.05,20.5,0.015471114297573677,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09200000,SPX,2027-01-15,C,9200.0,1.75,2.15,1.95,0.3999999999999999,0.2051282051282051,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09200000,SPX,2027-01-15,P,9200.0,1411.7,1432.5,1422.1,20.799999999999955,0.014626256943956091,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09300000,SPX,2027-01-15,C,9300.0,1.4,1.75,1.575,0.3500000000000001,0.2222222222222223,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09300000,SPX,2027-01-15,P,9300.0,1509.8,1530.3,1520.05,20.5,0.013486398473734416,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09400000,SPX,2027-01-15,C,9400.0,1.1,1.45,1.275,0.34999999999999987,0.27450980392156854,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09400000,SPX,2027-01-15,P,9400.0,1608.5,1629.5,1619.0,21.0,0.012970969734403953,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09500000,SPX,2027-01-15,C,9500.0,0.9,1.2,1.05,0.29999999999999993,0.28571428571428564,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09500000,SPX,2027-01-15,P,9500.0,1707.5,1728.0,1717.75,20.5,0.011934216271285112,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09600000,SPX,2027-01-15,C,9600.0,0.7,1.05,0.875,0.3500000000000001,0.4000000000000001,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09600000,SPX,2027-01-15,P,9600.0,1804.8,1825.3,1815.05,20.5,0.01129445469821768,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C09800000,SPX,2027-01-15,C,9800.0,0.45,0.65,0.55,0.2,0.36363636363636365,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P09800000,SPX,2027-01-15,P,9800.0,2002.2,2022.7,2012.45,20.5,0.010186588486670476,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C10000000,SPX,2027-01-15,C,10000.0,0.3,0.6,0.44999999999999996,0.3,0.6666666666666667,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P10000000,SPX,2027-01-15,P,10000.0,2198.6,2219.1,2208.85,20.5,0.00928084749983023,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C10200000,SPX,2027-01-15,C,10200.0,0.2,0.45,0.325,0.25,0.7692307692307692,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P10200000,SPX,2027-01-15,P,10200.0,2396.0,2416.9,2406.45,20.90000000000009,0.008684992416214794,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C10400000,SPX,2027-01-15,C,10400.0,0.2,0.4,0.30000000000000004,0.2,0.6666666666666666,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P10400000,SPX,2027-01-15,P,10400.0,2592.8,2613.8,2603.3,21.0,0.008066684592632427,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C10600000,SPX,2027-01-15,C,10600.0,0.15,0.25,0.2,0.1,0.5,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P10600000,SPX,2027-01-15,P,10600.0,2788.6,2810.7,2799.6499999999996,22.09999999999991,0.007893843873341279,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C10800000,SPX,2027-01-15,C,10800.0,0.1,0.25,0.175,0.15,0.8571428571428572,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P10800000,SPX,2027-01-15,P,10800.0,2985.5,3006.1,2995.8,20.59999999999991,0.006876293477535185,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C11000000,SPX,2027-01-15,C,11000.0,0.1,0.25,0.175,0.15,0.8571428571428572,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P11000000,SPX,2027-01-15,P,11000.0,3183.3,3203.8,3193.55,20.5,0.006419188677177436,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C11200000,SPX,2027-01-15,C,11200.0,0.0,0.2,0.1,0.2,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P11200000,SPX,2027-01-15,P,11200.0,3380.4,3400.9,3390.65,20.5,0.006046038370223998,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115C11400000,SPX,2027-01-15,C,11400.0,0.05,0.15,0.1,0.09999999999999999,0.9999999999999999,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270115P11400000,SPX,2027-01-15,P,11400.0,3576.9,3597.4,3587.15,20.5,0.005714843259969613,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C00200000,SPX,2027-02-19,C,200.0,7427.9,7447.1,7437.5,19.200000000000728,0.0025815126050421147,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P00200000,SPX,2027-02-19,P,200.0,0.0,0.05,0.025,0.05,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C00400000,SPX,2027-02-19,C,400.0,7230.6,7252.3,7241.450000000001,21.699999999999818,0.002996637413777602,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P00400000,SPX,2027-02-19,P,400.0,0.0,0.1,0.05,0.1,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C00600000,SPX,2027-02-19,C,600.0,7035.5,7055.0,7045.25,19.5,0.002767822291614918,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P00600000,SPX,2027-02-19,P,600.0,0.0,0.15,0.075,0.15,2.0,False,zero_bid;wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C00800000,SPX,2027-02-19,C,800.0,6839.5,6858.9,6849.2,19.399999999999636,0.002832447585119377,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P00800000,SPX,2027-02-19,P,800.0,0.05,0.2,0.125,0.15000000000000002,1.2000000000000002,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C01000000,SPX,2027-02-19,C,1000.0,6643.8,6663.0,6653.4,19.199999999999818,0.0028857426278293533,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P01000000,SPX,2027-02-19,P,1000.0,0.15,0.25,0.2,0.1,0.5,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C01200000,SPX,2027-02-19,C,1200.0,6446.5,6467.0,6456.75,20.5,0.0031749719286018508,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P01200000,SPX,2027-02-19,P,1200.0,0.2,0.35,0.275,0.14999999999999997,0.5454545454545453,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C01400000,SPX,2027-02-19,C,1400.0,6251.9,6270.9,6261.4,19.0,0.003034465135592679,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P01400000,SPX,2027-02-19,P,1400.0,0.35,0.45,0.4,0.10000000000000003,0.25000000000000006,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C01600000,SPX,2027-02-19,C,1600.0,6056.0,6075.1,6065.55,19.100000000000364,0.0031489312593252655,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P01600000,SPX,2027-02-19,P,1600.0,0.4,0.65,0.525,0.25,0.47619047619047616,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C01800000,SPX,2027-02-19,C,1800.0,5860.1,5879.1,5869.6,19.0,0.003237017854709009,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P01800000,SPX,2027-02-19,P,1800.0,0.6,0.85,0.725,0.25,0.3448275862068966,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C02000000,SPX,2027-02-19,C,2000.0,5664.2,5683.4,5673.799999999999,19.199999999999818,0.0033839754661778385,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P02000000,SPX,2027-02-19,P,2000.0,0.85,1.1,0.9750000000000001,0.2500000000000001,0.2564102564102565,False,wide_spread,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C02200000,SPX,2027-02-19,C,2200.0,5468.3,5489.1,5478.700000000001,20.800000000000182,0.003796521072517236,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P02200000,SPX,2027-02-19,P,2200.0,1.15,1.4,1.275,0.25,0.19607843137254904,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C02400000,SPX,2027-02-19,C,2400.0,5272.2,5292.7,5282.45,20.5,0.003880775019167243,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P02400000,SPX,2027-02-19,P,2400.0,1.5,1.8,1.65,0.30000000000000004,0.18181818181818185,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C02600000,SPX,2027-02-19,C,2600.0,5076.9,5096.2,5086.549999999999,19.300000000000182,0.003794320315341476,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P02600000,SPX,2027-02-19,P,2600.0,1.95,2.25,2.1,0.30000000000000004,0.14285714285714288,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C02800000,SPX,2027-02-19,C,2800.0,4880.6,4901.1,4890.85,20.5,0.0041915004549311465,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P02800000,SPX,2027-02-19,P,2800.0,2.45,2.75,2.6,0.2999999999999998,0.11538461538461531,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C02900000,SPX,2027-02-19,C,2900.0,4782.9,4803.4,4793.15,20.5,0.004276936878670604,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P02900000,SPX,2027-02-19,P,2900.0,2.75,3.1,2.925,0.3500000000000001,0.11965811965811969,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03000000,SPX,2027-02-19,C,3000.0,4686.1,4706.6,4696.35,20.5,0.004365092039562639,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03000000,SPX,2027-02-19,P,3000.0,3.0,3.4,3.2,0.3999999999999999,0.12499999999999997,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03100000,SPX,2027-02-19,C,3100.0,4588.3,4607.4,4597.85,19.099999999999454,0.004154115510510229,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03100000,SPX,2027-02-19,P,3100.0,3.4,3.7,3.55,0.30000000000000027,0.08450704225352121,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03200000,SPX,2027-02-19,C,3200.0,4489.7,4510.2,4499.95,20.5,0.004555606173401927,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03200000,SPX,2027-02-19,P,3200.0,3.7,4.1,3.9,0.39999999999999947,0.10256410256410244,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03300000,SPX,2027-02-19,C,3300.0,4392.9,4413.5,4403.2,20.600000000000364,0.0046784156976745015,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03300000,SPX,2027-02-19,P,3300.0,4.1,4.5,4.3,0.40000000000000036,0.09302325581395357,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03400000,SPX,2027-02-19,C,3400.0,4293.9,4315.7,4304.799999999999,21.800000000000182,0.00506411447686308,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03400000,SPX,2027-02-19,P,3400.0,4.5,4.9,4.7,0.40000000000000036,0.08510638297872347,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03500000,SPX,2027-02-19,C,3500.0,4196.3,4218.1,4207.200000000001,21.800000000000182,0.00518159345883252,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03500000,SPX,2027-02-19,P,3500.0,5.0,5.3,5.15,0.2999999999999998,0.05825242718446598,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03600000,SPX,2027-02-19,C,3600.0,4100.2,4120.7,4110.45,20.5,0.004987288496393339,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03600000,SPX,2027-02-19,P,3600.0,5.4,5.8,5.6,0.39999999999999947,0.07142857142857134,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03700000,SPX,2027-02-19,C,3700.0,4001.7,4022.2,4011.95,20.5,0.0051097346676803055,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03700000,SPX,2027-02-19,P,3700.0,5.9,6.3,6.1,0.39999999999999947,0.0655737704918032,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03800000,SPX,2027-02-19,C,3800.0,3903.7,3925.0,3914.35,21.300000000000182,0.005441516471444858,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03800000,SPX,2027-02-19,P,3800.0,6.5,6.8,6.65,0.2999999999999998,0.04511278195488719,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03850000,SPX,2027-02-19,C,3850.0,3856.3,3876.9,3866.6000000000004,20.59999999999991,0.0053276780634148625,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03850000,SPX,2027-02-19,P,3850.0,6.8,7.1,6.949999999999999,0.2999999999999998,0.04316546762589926,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03900000,SPX,2027-02-19,C,3900.0,3806.8,3827.3,3817.05,20.5,0.005370639630080822,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03900000,SPX,2027-02-19,P,3900.0,7.1,7.4,7.25,0.3000000000000007,0.04137931034482768,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C03950000,SPX,2027-02-19,C,3950.0,3758.9,3779.4,3769.15,20.5,0.0054388920578910364,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P03950000,SPX,2027-02-19,P,3950.0,7.3,7.7,7.5,0.40000000000000036,0.05333333333333338,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04000000,SPX,2027-02-19,C,4000.0,3716.3,3720.3,3718.3,4.0,0.0010757604281526503,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04000000,SPX,2027-02-19,P,4000.0,7.7,8.0,7.85,0.2999999999999998,0.03821656050955412,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04050000,SPX,2027-02-19,C,4050.0,3667.6,3671.5,3669.55,3.900000000000091,0.001062800615879356,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04050000,SPX,2027-02-19,P,4050.0,8.0,8.4,8.2,0.40000000000000036,0.0487804878048781,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04100000,SPX,2027-02-19,C,4100.0,3618.8,3622.7,3620.75,3.899999999999636,0.0010771249050610056,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04100000,SPX,2027-02-19,P,4100.0,8.3,8.7,8.5,0.3999999999999986,0.0470588235294116,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04150000,SPX,2027-02-19,C,4150.0,3570.1,3574.2,3572.1499999999996,4.099999999999909,0.0011477681508335062,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04150000,SPX,2027-02-19,P,4150.0,8.7,9.1,8.899999999999999,0.40000000000000036,0.04494382022471915,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04200000,SPX,2027-02-19,C,4200.0,3521.5,3525.5,3523.5,4.0,0.0011352348517099475,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04200000,SPX,2027-02-19,P,4200.0,9.0,9.4,9.2,0.40000000000000036,0.04347826086956526,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04250000,SPX,2027-02-19,C,4250.0,3472.9,3476.7,3474.8,3.799999999999727,0.0010935881201795002,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04250000,SPX,2027-02-19,P,4250.0,9.4,9.8,9.600000000000001,0.40000000000000036,0.0416666666666667,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04300000,SPX,2027-02-19,C,4300.0,3424.3,3428.3,3426.3,4.0,0.0011674400957300878,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04300000,SPX,2027-02-19,P,4300.0,9.8,10.2,10.0,0.3999999999999986,0.039999999999999855,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04350000,SPX,2027-02-19,C,4350.0,3375.6,3379.4,3377.5,3.800000000000182,0.0011250925240563084,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04350000,SPX,2027-02-19,P,4350.0,10.2,10.6,10.399999999999999,0.40000000000000036,0.0384615384615385,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04400000,SPX,2027-02-19,C,4400.0,3327.1,3330.8,3328.95,3.700000000000273,0.0011114615719672188,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04400000,SPX,2027-02-19,P,4400.0,10.6,11.0,10.8,0.40000000000000036,0.03703703703703707,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04450000,SPX,2027-02-19,C,4450.0,3278.5,3282.2,3280.35,3.699999999999818,0.0011279284222719583,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04450000,SPX,2027-02-19,P,4450.0,11.0,11.4,11.2,0.40000000000000036,0.03571428571428575,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04500000,SPX,2027-02-19,C,4500.0,3229.9,3233.6,3231.75,3.699999999999818,0.0011448905391815017,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04500000,SPX,2027-02-19,P,4500.0,11.4,11.8,11.600000000000001,0.40000000000000036,0.03448275862068968,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04550000,SPX,2027-02-19,C,4550.0,3181.4,3185.0,3183.2,3.599999999999909,0.0011309374214626506,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04550000,SPX,2027-02-19,P,4550.0,11.9,12.3,12.100000000000001,0.40000000000000036,0.03305785123966945,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04600000,SPX,2027-02-19,C,4600.0,3133.0,3136.5,3134.75,3.5,0.0011165164686179122,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04600000,SPX,2027-02-19,P,4600.0,12.3,12.7,12.5,0.3999999999999986,0.03199999999999989,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04625000,SPX,2027-02-19,C,4625.0,3108.3,3112.6,3110.45,4.299999999999727,0.0013824366249255663,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04625000,SPX,2027-02-19,P,4625.0,12.6,13.0,12.8,0.40000000000000036,0.03125000000000003,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04650000,SPX,2027-02-19,C,4650.0,3084.4,3088.0,3086.2,3.599999999999909,0.0011664830535933865,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04650000,SPX,2027-02-19,P,4650.0,12.8,13.2,13.0,0.3999999999999986,0.03076923076923066,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04675000,SPX,2027-02-19,C,4675.0,3059.7,3063.9,3061.8,4.200000000000273,0.0013717421124829422,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04675000,SPX,2027-02-19,P,4675.0,13.1,13.5,13.3,0.40000000000000036,0.030075187969924838,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04700000,SPX,2027-02-19,C,4700.0,3035.8,3039.5,3037.65,3.699999999999818,0.0012180468454232114,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04700000,SPX,2027-02-19,P,4700.0,13.3,13.7,13.5,0.3999999999999986,0.029629629629629523,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04725000,SPX,2027-02-19,C,4725.0,3011.2,3015.4,3013.3,4.200000000000273,0.0013938207281054898,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04725000,SPX,2027-02-19,P,4725.0,13.6,14.0,13.8,0.40000000000000036,0.028985507246376836,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04750000,SPX,2027-02-19,C,4750.0,2987.3,2991.0,2989.15,3.699999999999818,0.0012378100797885078,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04750000,SPX,2027-02-19,P,4750.0,13.8,14.3,14.05,0.5,0.03558718861209964,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04775000,SPX,2027-02-19,C,4775.0,2962.7,2966.9,2964.8,4.200000000000273,0.0014166216945494714,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04775000,SPX,2027-02-19,P,4775.0,14.1,14.5,14.3,0.40000000000000036,0.027972027972027996,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04800000,SPX,2027-02-19,C,4800.0,2938.8,2942.5,2940.65,3.699999999999818,0.0012582252223147323,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04800000,SPX,2027-02-19,P,4800.0,14.4,14.8,14.600000000000001,0.40000000000000036,0.027397260273972626,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04825000,SPX,2027-02-19,C,4825.0,2914.3,2918.4,2916.3500000000004,4.099999999999909,0.0014058669226944326,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04825000,SPX,2027-02-19,P,4825.0,14.6,15.1,14.85,0.5,0.03367003367003367,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04850000,SPX,2027-02-19,C,4850.0,2890.4,2894.0,2892.2,3.599999999999909,0.0012447271972892294,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04850000,SPX,2027-02-19,P,4850.0,14.9,15.3,15.100000000000001,0.40000000000000036,0.026490066225165584,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04875000,SPX,2027-02-19,C,4875.0,2865.9,2869.9,2867.9,4.0,0.0013947487708776457,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04875000,SPX,2027-02-19,P,4875.0,15.2,15.6,15.399999999999999,0.40000000000000036,0.025974025974026,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04900000,SPX,2027-02-19,C,4900.0,2842.0,2845.6,2843.8,3.599999999999909,0.0012659118081440005,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04900000,SPX,2027-02-19,P,4900.0,15.5,15.9,15.7,0.40000000000000036,0.02547770700636945,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04925000,SPX,2027-02-19,C,4925.0,2817.5,2821.5,2819.5,4.0,0.0014186912573151268,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04925000,SPX,2027-02-19,P,4925.0,15.8,16.2,16.0,0.3999999999999986,0.02499999999999991,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04950000,SPX,2027-02-19,C,4950.0,2793.7,2797.1,2795.3999999999996,3.400000000000091,0.001216283894970341,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04950000,SPX,2027-02-19,P,4950.0,16.1,16.5,16.3,0.3999999999999986,0.024539877300613407,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C04975000,SPX,2027-02-19,C,4975.0,2769.1,2773.1,2771.1,4.0,0.0014434701021255097,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P04975000,SPX,2027-02-19,P,4975.0,16.4,16.9,16.65,0.5,0.030030030030030033,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C05000000,SPX,2027-02-19,C,5000.0,2745.4,2748.7,2747.05,3.299999999999727,0.0012012886551026473,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P05000000,SPX,2027-02-19,P,5000.0,16.7,17.2,16.95,0.5,0.029498525073746312,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C05025000,SPX,2027-02-19,C,5025.0,2720.7,2724.7,2722.7,4.0,0.0014691299078120983,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P05025000,SPX,2027-02-19,P,5025.0,17.0,17.5,17.25,0.5,0.028985507246376812,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C05050000,SPX,2027-02-19,C,5050.0,2696.9,2700.4,2698.65,3.5,0.0012969447686806365,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P05050000,SPX,2027-02-19,P,5050.0,17.4,17.8,17.6,0.40000000000000213,0.022727272727272846,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C05075000,SPX,2027-02-19,C,5075.0,2672.4,2676.3,2674.3500000000004,3.900000000000091,0.0014582982780862977,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P05075000,SPX,2027-02-19,P,5075.0,17.7,18.2,17.95,0.5,0.02785515320334262,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C05100000,SPX,2027-02-19,C,5100.0,2648.7,2652.0,2650.35,3.300000000000182,0.00124511856924564,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P05100000,SPX,2027-02-19,P,5100.0,18.0,18.5,18.25,0.5,0.0273972602739726,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219C05125000,SPX,2027-02-19,C,5125.0,2624.1,2628.1,2626.1,4.0,0.001523171242526941,True,,unconfirmed_bid_size;unconfirmed_ask_size
SPX270219P05125000,SPX,2027-02-19,P,5125.0,18.4,18.9,18.65,0.5,0.02680965147453083,True,,unconfirmed_bid_size;unconfirmed_ask_size
