horizon_days,strike,known_price,added_noise,noisy_price
9.000000000000000000e+01,7.284177821182250227e+03,7.375748914536444545e+00,-5.474177747346375966e-02,7.321007137062981229e+00
9.000000000000000000e+01,7.322036551138231516e+03,6.452489683294686529e+00,2.556520622745700466e-01,6.708141745569256464e+00
9.000000000000000000e+01,7.359895281094213715e+03,5.636246963267694809e+00,4.308422824728269651e-01,6.067089245740521442e+00
9.000000000000000000e+01,7.397754011050195004e+03,4.915879044435712331e+00,2.035191993688748591e-01,5.119398243804587523e+00
9.000000000000000000e+01,7.435612741006176293e+03,4.281223025078574551e+00,4.063794320084834766e-02,4.321860968279422899e+00
9.000000000000000000e+01,7.473471470962158492e+03,3.723034346589059851e+00,2.503325708464348986e-01,3.973366917435494639e+00
9.000000000000000000e+01,7.511330200918139781e+03,3.232926375321852674e+00,1.832503594713685846e-01,3.416176734793221037e+00
9.000000000000000000e+01,7.549188930874121070e+03,2.803310693743256365e+00,4.163470067042095435e-01,3.219657700447466020e+00
9.000000000000000000e+01,7.587047660830102359e+03,2.427338659058122516e+00,2.226830313775580716e-01,2.650021690435680810e+00
9.000000000000000000e+01,7.624906390786084557e+03,2.098844689822712439e+00,2.857508828883453811e-01,2.384595572711057709e+00
9.000000000000000000e+01,7.662765120742067666e+03,1.812291650633760298e+00,-2.654080002570005092e-01,1.546883650376759789e+00
9.000000000000000000e+01,7.700623850698048955e+03,1.562718622405000701e+00,-2.444835997105199166e-02,1.538270262433948599e+00
9.000000000000000000e+01,7.738482580654030244e+03,1.345691271283676826e+00,-4.359436705281083402e-02,1.302096904230865881e+00
1.200000000000000000e+02,4.541637172672937595e+03,1.489368571498237543e+03,-1.333487237206334441e-01,1.489235222774516842e+03
1.200000000000000000e+02,4.585592146177446921e+03,1.446343569651940015e+03,1.147877525964324796e-01,1.446458357404536400e+03
1.200000000000000000e+02,4.629547119681956246e+03,1.403408359688581186e+03,4.815043036301560608e-01,1.403889863992211303e+03
1.200000000000000000e+02,4.673502093186464663e+03,1.360580969901743629e+03,3.512008172188401112e-01,1.360932170718962425e+03
1.200000000000000000e+02,4.717457066690974898e+03,1.317881947889428375e+03,4.287779927540518177e-01,1.318310725882182396e+03
1.200000000000000000e+02,4.761412040195484224e+03,1.275334491835234985e+03,-2.019887892636138549e-01,1.275132503045971362e+03
1.200000000000000000e+02,4.805367013699993549e+03,1.232964548917776483e+03,7.270295820792060937e-02,1.233037251875984339e+03
1.200000000000000000e+02,4.849321987204502875e+03,1.190800874512140581e+03,-4.665406824636924021e-01,1.190334333829676780e+03
1.200000000000000000e+02,4.893276960709012201e+03,1.148875046454952098e+03,1.039154404809088383e-01,1.148978961895433031e+03
1.200000000000000000e+02,4.937231934213522436e+03,1.107221429512772374e+03,2.978637959784059541e-01,1.107519293308750775e+03
1.200000000000000000e+02,4.981186907718031762e+03,1.065877086300725750e+03,-6.136606025805202425e-02,1.065815720240467726e+03
1.200000000000000000e+02,5.025141881222541087e+03,1.024881632210209318e+03,-9.717061775414159719e-02,1.024784461592455273e+03
1.200000000000000000e+02,5.069096854727050413e+03,9.842770333767457487e+02,9.771783676158829479e-03,9.842868051604218635e+02
1.200000000000000000e+02,5.113051828231558829e+03,9.441073482973761202e+02,-9.261431354920512948e-02,9.440147339838268863e+02
1.200000000000000000e+02,5.157006801736068155e+03,9.044184153319538382e+02,-7.049630148829455489e-02,9.043479190304655049e+02
1.200000000000000000e+02,5.200961775240577481e+03,8.652574899313412971e+02,1.805219187305454609e-01,8.654380118500718027e+02
1.200000000000000000e+02,5.244916748745087716e+03,8.266728369650327295e+02,4.334226362946255184e-01,8.271062596013273378e+02
1.200000000000000000e+02,5.288871722249597042e+03,7.887132849117497244e+02,4.697053214441830882e-01,7.891829902331938911e+02
1.200000000000000000e+02,5.332826695754106368e+03,7.514277498757282956e+02,3.037876933915940603e-01,7.517315375691198369e+02
1.200000000000000000e+02,5.376781669258615693e+03,7.148647383537299902e+02,-1.424845209496544696e-01,7.147222538327803250e+02
1.200000000000000000e+02,5.420736642763125019e+03,6.790718383692492353e+02,3.995831841121422201e-01,6.794714215533613242e+02
1.200000000000000000e+02,5.464691616267635254e+03,6.440952089883148801e+02,7.409115280103883983e-02,6.441693001411159685e+02
1.200000000000000000e+02,5.508646589772143670e+03,6.099790783256712530e+02,-7.448660277644769678e-02,6.099045917228947928e+02
1.200000000000000000e+02,5.552601563276653906e+03,5.767652599434886724e+02,-3.776958071627622981e-01,5.763875641363258637e+02
1.200000000000000000e+02,5.596556536781162322e+03,5.444926970513561173e+02,2.125574836905596010e-01,5.447052545350467199e+02
1.200000000000000000e+02,5.640511510285671648e+03,5.131970431607687715e+02,-3.643319327414381581e-01,5.128327112280272786e+02
1.200000000000000000e+02,5.684466483790180973e+03,4.829102868639347435e+02,-2.651852182674641067e-02,4.828837683421079987e+02
1.200000000000000000e+02,5.728421457294690299e+03,4.536604272359672905e+02,2.129424636296568529e-01,4.538733696995969353e+02
1.200000000000000000e+02,5.772376430799200534e+03,4.254712050474440730e+02,-4.181986715711456526e-01,4.250530063758729398e+02
1.200000000000000000e+02,5.816331404303709860e+03,3.983618935694098582e+02,3.880563108340251421e-02,3.984006992004932499e+02
1.200000000000000000e+02,5.860286377808219186e+03,3.723471513039685306e+02,-8.693771909957337396e-02,3.722602135848689500e+02
1.200000000000000000e+02,5.904241351312728511e+03,3.474369375283808949e+02,4.313344977888849963e-01,3.478682720261697909e+02
1.200000000000000000e+02,5.948196324817237837e+03,3.236364901429742531e+02,3.959941097563429713e-01,3.240324842527305691e+02
1.200000000000000000e+02,5.992151298321748072e+03,3.009463640028529881e+02,-6.581314021980488871e-02,3.008805508626331857e+02
1.200000000000000000e+02,6.036106271826256489e+03,2.793625267235693173e+02,3.370770813386180231e-01,2.796996038049079516e+02
1.200000000000000000e+02,6.080061245330765814e+03,2.588765079086360856e+02,-3.986088653130868131e-01,2.584778990433230206e+02
1.200000000000000000e+02,6.124016218835275140e+03,2.394755968715494419e+02,2.342083981512549373e-01,2.397098052697006949e+02
1.200000000000000000e+02,6.167971192339784466e+03,2.211430832293935964e+02,6.519548203208502812e-02,2.212082787114256917e+02
1.200000000000000000e+02,6.211926165844294701e+03,2.038585342347082587e+02,1.356623613648639814e-01,2.039941965960731238e+02
1.200000000000000000e+02,6.255881139348803117e+03,1.875981023861331778e+02,1.808836066790918684e-01,1.877789859928122667e+02
1.200000000000000000e+02,6.299836112853313352e+03,1.723348567097482373e+02,-2.902973882977233355e-02,1.723058269709184742e+02
1.200000000000000000e+02,6.343791086357821769e+03,1.580391311203400164e+02,-2.918211697383386038e-01,1.577473099506016752e+02
1.200000000000000000e+02,6.387746059862332004e+03,1.446788834394185415e+02,4.207715446558847328e-01,1.450996549840744194e+02
1.200000000000000000e+02,6.431701033366842239e+03,1.322200589460915126e+02,4.444361174364785949e-01,1.326644950635279940e+02
1.200000000000000000e+02,6.475656006871350655e+03,1.206269527471431502e+02,4.267148290162993129e-01,1.210536675761594552e+02
1.200000000000000000e+02,6.519610980375859981e+03,1.098625657521547510e+02,2.824364758266821873e-01,1.101450022279814362e+02
1.200000000000000000e+02,6.563565953880369307e+03,9.988894960622360486e+01,-9.129025273342017410e-02,9.979765935349018946e+01
1.200000000000000000e+02,6.607520927384878632e+03,9.066753654531817119e+01,7.447554691775815083e-02,9.074201209223592457e+01
1.200000000000000000e+02,6.651475900889388868e+03,8.215945077719334222e+01,1.308712707210436532e-01,8.229032204791438687e+01
1.200000000000000000e+02,6.695430874393897284e+03,7.432579863550199661e+01,-4.820568461277876526e-01,7.384374178937420652e+01
1.200000000000000000e+02,6.739385847898405700e+03,6.712793538959067519e+01,2.259488411833425747e-01,6.735388423077401399e+01
1.200000000000000000e+02,6.783340821402915935e+03,6.052770720322098441e+01,-8.294285048827720885e-02,6.044476435273270454e+01
1.200000000000000000e+02,6.827295794907426171e+03,5.448766731025818899e+01,-3.216999244205135389e-01,5.416596738583767490e+01
1.200000000000000000e+02,6.871250768411934587e+03,4.897126600482033609e+01,6.518161195207883285e-02,4.903644761677241348e+01
1.200000000000000000e+02,6.915205741916444822e+03,4.394301452063018587e+01,-3.216583208323805509e-01,4.362135619979780188e+01
1.200000000000000000e+02,6.959160715420953238e+03,3.936862329463428978e+01,3.435276483464173580e-01,3.971215094298070625e+01
1.200000000000000000e+02,7.003115688925463473e+03,3.521511547093928129e+01,-3.808901081442978009e-01,3.483422536279498161e+01
1.200000000000000000e+02,7.047070662429972799e+03,3.145091680207497120e+01,4.321886918363281316e-01,3.188310549391129811e+01
1.200000000000000000e+02,7.091025635934482125e+03,2.804592334657309038e+01,-4.555496265424129332e-01,2.759037372003067645e+01
1.200000000000000000e+02,7.134980609438991451e+03,2.497154854724203688e+01,-3.621817487150555959e-01,2.460936679852698106e+01
1.200000000000000000e+02,7.178935582943499867e+03,2.220075140677738545e+01,2.637130939241861816e-01,2.246446450070157042e+01
1.200000000000000000e+02,7.222890556448010102e+03,1.970804756079547815e+01,-4.172801446488596522e-01,1.929076741614661827e+01
1.200000000000000000e+02,7.266845529952520337e+03,1.746950508792252776e+01,3.814414808046718841e-01,1.785094656872719909e+01
1.200000000000000000e+02,7.310800503457028753e+03,1.546272689746183460e+01,3.991640689378060936e-01,1.586189096639964013e+01
1.200000000000000000e+02,7.354755476961538989e+03,1.366682150279689267e+01,7.496098000963047348e-02,1.374178248280652248e+01
1.200000000000000000e+02,7.398710450466047405e+03,1.206236392852665062e+01,-4.612804756040741472e-01,1.160108345292257681e+01
1.200000000000000000e+02,7.442665423970557640e+03,1.063134841656398066e+01,-2.022919242057761302e-01,1.042905649235820498e+01
1.200000000000000000e+02,7.486620397475066966e+03,9.357134496069988927e+00,1.844329890116934711e-01,9.541567485081682065e+00
1.200000000000000000e+02,7.530575370979576292e+03,8.224387868786607214e+00,-1.132708922153393694e-01,8.111116976571267401e+00
1.200000000000000000e+02,7.574530344484084708e+03,7.219017439210347220e+00,-3.332820358878131328e-01,6.885735403322533976e+00
1.200000000000000000e+02,7.618485317988594034e+03,6.328109691945513759e+00,4.355202745486400628e-01,6.763629966494153933e+00
1.200000000000000000e+02,7.662440291493104269e+03,5.539861489673995720e+00,-4.104528253052119879e-01,5.129408664368783732e+00
1.200000000000000000e+02,7.706395264997614504e+03,4.843512237308203794e+00,-4.677845332751914276e-01,4.375727704033012699e+00
1.200000000000000000e+02,7.750350238502122920e+03,4.229276233355562908e+00,1.913059121187887790e-01,4.420582145474352131e+00
1.200000000000000000e+02,7.794305212006631336e+03,3.688275910156733062e+00,-3.930625976366690644e-01,3.295213312520063997e+00
1.200000000000000000e+02,7.838260185511141572e+03,3.212476551947858638e+00,-7.143076326415087607e-03,3.205333475621443551e+00
1.200000000000000000e+02,7.882215159015651807e+03,2.794622974658622638e+00,3.440067481583550801e-01,3.138629722816977718e+00
1.200000000000000000e+02,7.926170132520161133e+03,2.428178554753394280e+00,-4.366987809102697016e-01,1.991479773843124690e+00
1.200000000000000000e+02,7.970125106024670458e+03,2.107266906645520521e+00,-4.290372731427412045e-01,1.678229633502779317e+00
1.200000000000000000e+02,8.014080079529178875e+03,1.826616429449387624e+00,4.127295943712805393e-01,2.239346023820668385e+00
1.200000000000000000e+02,8.058035053033688200e+03,1.581507874024190130e+00,-1.416304821171542327e-01,1.439877391907035786e+00
1.800000000000000000e+02,4.275772529692831995e+03,1.764928845837087465e+03,-2.308480257604965669e-01,1.764697997811327014e+03
1.800000000000000000e+02,4.330196831900384495e+03,1.712024710528460673e+03,9.014130139803921971e-02,1.712114851829858708e+03
1.800000000000000000e+02,4.384621134107936996e+03,1.659244225569820628e+03,-6.391149038763899171e-02,1.659180314079432947e+03
1.800000000000000000e+02,4.439045436315489496e+03,1.606613463593480446e+03,3.776895805417392893e-01,1.606991153174022202e+03
1.800000000000000000e+02,4.493469738523042906e+03,1.554162172948817897e+03,1.993900354336419767e-01,1.554361562984251577e+03
1.800000000000000000e+02,4.547894040730594497e+03,1.501923922878177109e+03,-4.450903823947709448e-01,1.501478832495782399e+03
1.800000000000000000e+02,4.602318342938147907e+03,1.449936186263603304e+03,2.580101452774445914e-01,1.450194196408880771e+03
1.800000000000000000e+02,4.656742645145700408e+03,1.398240351092663332e+03,1.344750515815366088e-01,1.398374826144244935e+03
1.800000000000000000e+02,4.711166947353251999e+03,1.346881653541475316e+03,8.813926257663917685e-02,1.346969792804051849e+03
1.800000000000000000e+02,4.765591249560805409e+03,1.295909027713979413e+03,7.506180392350336739e-02,1.295984089517902930e+03
1.800000000000000000e+02,4.820015551768357909e+03,1.245374869520498578e+03,1.991269426136965670e-02,1.245394782214759971e+03
1.800000000000000000e+02,4.874439853975910410e+03,1.195334714821297894e+03,6.293674372565616348e-02,1.195397651565023580e+03
1.800000000000000000e+02,4.928864156183462910e+03,1.145846834686367401e+03,-3.185938933035131759e-01,1.145528240793063787e+03
1.800000000000000000e+02,4.983288458391016320e+03,1.096971753311257999e+03,-3.687107017786495078e-01,1.096603042609479417e+03
1.800000000000000000e+02,5.037712760598568821e+03,1.048771696663523471e+03,3.767432250900909496e-01,1.049148439888613666e+03
1.800000000000000000e+02,5.092137062806120412e+03,1.001309982207640132e+03,-1.847215586726125292e-02,1.001291510051772889e+03
1.800000000000000000e+02,5.146561365013673822e+03,9.546503619752329541e+02,-4.219534036635286256e-02,9.546081666348666204e+02
1.800000000000000000e+02,5.200985667221226322e+03,9.088563327384863442e+02,-4.823381896815266412e-01,9.083739945488048306e+02
1.800000000000000000e+02,5.255409969428778822e+03,8.639904280563487191e+02,-1.861271577855385662e-01,8.638043008985631559e+02
1.800000000000000000e+02,5.309834271636331323e+03,8.201135074679450554e+02,-2.105884175312892070e-01,8.199029190504137432e+02
1.800000000000000000e+02,5.364258573843884733e+03,7.772840581014706913e+02,4.279312596399337254e-01,7.777119893611106818e+02
1.800000000000000000e+02,5.418682876051436324e+03,7.355575234686311887e+02,-4.755202796730773063e-02,7.355099714406638896e+02
1.800000000000000000e+02,5.473107178258988824e+03,6.949856732630496481e+02,-4.058140184503664649e-01,6.945798592445993336e+02
1.800000000000000000e+02,5.527531480466542234e+03,6.556160266318602226e+02,1.268675595925603528e-01,6.557428941914528195e+02
1.800000000000000000e+02,5.581955782674094735e+03,6.174913397113900828e+02,2.395292044154072597e-01,6.177308689158054449e+02
1.800000000000000000e+02,5.636380084881647235e+03,5.806491662881985576e+02,4.510980308678702588e-02,5.806942760912853601e+02
1.800000000000000000e+02,5.690804387089199736e+03,5.451214983474419569e+02,-1.512044173673744440e-01,5.449702939300746038e+02
1.800000000000000000e+02,5.745228689296752236e+03,5.109344910843128673e+02,-2.436810998438343479e-01,5.106908099844690128e+02
1.800000000000000000e+02,5.799652991504304737e+03,4.781082747603304597e+02,-4.525786273724662356e-01,4.776556961329579849e+02
1.800000000000000000e+02,5.854077293711857237e+03,4.466568536575450707e+02,6.405948396384819610e-02,4.467209131415089018e+02
1.800000000000000000e+02,5.908501595919410647e+03,4.165880903844786189e+02,1.207581591793701614e-01,4.167088485436580072e+02
1.800000000000000000e+02,5.962925898126963148e+03,3.879037719714283412e+02,4.897282000353210263e-01,3.883935001714636428e+02
1.800000000000000000e+02,6.017350200334515648e+03,3.605997526016367374e+02,2.533616044436397541e-01,3.608531142060803631e+02
1.800000000000000000e+02,6.071774502542068149e+03,3.346661664885309619e+02,-1.748191273367444287e-01,3.344913473611942436e+02
1.800000000000000000e+02,6.126198804749620649e+03,3.100877033457504695e+02,3.936303427173681868e-02,3.101270663800221996e+02
1.800000000000000000e+02,6.180623106957174059e+03,2.868439381125331238e+02,4.772845507263633325e-01,2.873212226632595048e+02
1.800000000000000000e+02,6.235047409164725650e+03,2.649097060887684165e+02,-2.197337926052030932e-01,2.646899722961632051e+02
1.800000000000000000e+02,6.289471711372278151e+03,2.442555143890285763e+02,3.526273248730951160e-01,2.446081417139016594e+02
1.800000000000000000e+02,6.343896013579831560e+03,2.248479806235923206e+02,2.517956133396381802e-02,2.248731601849262915e+02
1.800000000000000000e+02,6.398320315787384970e+03,2.066502899313536545e+02,2.198235443093011776e-01,2.068701134756629472e+02
1.800000000000000000e+02,6.452744617994936561e+03,1.896226618952409808e+02,-1.807373625260975114e-01,1.894419245327148928e+02
1.800000000000000000e+02,6.507168920202489062e+03,1.737228194334668387e+02,-7.892384842257693656e-02,1.736438955850442483e+02
1.800000000000000000e+02,6.561593222410042472e+03,1.589064524468369655e+02,-1.659487648506519086e-02,1.588898575703518929e+02
1.800000000000000000e+02,6.616017524617594063e+03,1.451276697808268636e+02,-2.692759780271837267e-01,1.448583938027996680e+02
1.800000000000000000e+02,6.670441826825146563e+03,1.323394339001386015e+02,4.165387199669555729e-01,1.327559726201055526e+02
1.800000000000000000e+02,6.724866129032699973e+03,1.204939735439859305e+02,-1.727762267790745598e-01,1.203211973172068525e+02
1.800000000000000000e+02,6.779290431240252474e+03,1.095431705063147092e+02,-2.342881398517905334e-01,1.093088823664629246e+02
1.800000000000000000e+02,6.833714733447804065e+03,9.943891754393916926e+01,1.825138295716577375e-01,9.962143137351083055e+01
1.800000000000000000e+02,6.888139035655357475e+03,9.013344523790760832e+01,2.620004290608947128e-01,9.039544566696849870e+01
1.800000000000000000e+02,6.942563337862910885e+03,8.157961640380153767e+01,1.879514793202807788e-01,8.176756788312181357e+01
1.800000000000000000e+02,6.996987640070462476e+03,7.373118735336561258e+01,-4.592568899040492258e-01,7.327193046346155825e+01
1.800000000000000000e+02,7.051411942278014976e+03,6.654303594424618495e+01,3.007111685883714358e-01,6.684374711283456350e+01
1.800000000000000000e+02,7.105836244485568386e+03,5.997135691150845105e+01,-1.330604282870766486e-01,5.983829648322137729e+01
1.800000000000000000e+02,7.160260546693120887e+03,5.397382545156472133e+01,4.670317614002769124e-01,5.444085721296499969e+01
1.800000000000000000e+02,7.214684848900672478e+03,4.850973042612656627e+01,3.627836317340086270e-01,4.887251405786057745e+01
1.800000000000000000e+02,7.269109151108225888e+03,4.354007887303362168e+01,2.055313600447057354e-01,4.374561023307832386e+01
1.800000000000000000e+02,7.323533453315777479e+03,3.902767375596079091e+01,2.997982414556265018e-01,3.932747199741641708e+01
1.800000000000000000e+02,7.377957755523329979e+03,3.493716706133830030e+01,-1.911019032538314733e-01,3.474606515808446972e+01
1.800000000000000000e+02,7.432382057730883389e+03,3.123509046422162783e+01,-3.913980493798079330e-01,3.084369241484181856e+01
1.800000000000000000e+02,7.486806359938436799e+03,2.788986584216809206e+01,-1.766869926463010554e-01,2.771317884952179256e+01
1.800000000000000000e+02,7.541230662145989299e+03,2.487179792429560621e+01,-3.797172816993809041e-01,2.449208064259622475e+01
1.800000000000000000e+02,7.595654964353542709e+03,2.215305132883594297e+01,7.830640033806479661e-02,2.223135772917400743e+01
1.800000000000000000e+02,7.650079266561094300e+03,1.970761417355930689e+01,2.805192715383270086e-01,1.998813344509763468e+01
1.800000000000000000e+02,7.704503568768646801e+03,1.751125034617678011e+01,-3.198779604000814292e-01,1.719137238577669891e+01
1.800000000000000000e+02,7.758927870976198392e+03,1.554144240252190912e+01,7.504461325647870940e-02,1.561648701577838771e+01
1.800000000000000000e+02,7.813352173183751802e+03,1.377732692469336939e+01,3.982949942478782868e-01,1.417562191894124801e+01
1.800000000000000000e+02,7.867776475391304302e+03,1.219962402468161144e+01,2.887329768624145032e-01,1.248835700154402595e+01
1.800000000000000000e+02,7.922200777598857712e+03,1.079056252584641129e+01,-2.137959270390004107e-01,1.057676659880740999e+01
1.800000000000000000e+02,7.976625079806411122e+03,9.533802198974910880e+00,1.944241893242076857e-01,9.728226388299118454e+00
1.800000000000000000e+02,8.031049382013962713e+03,8.414354274884459528e+00,-3.362170528344742282e-01,8.078137222049985411e+00
1.800000000000000000e+02,8.085473684221515214e+03,7.418501304450671796e+00,2.851871852821951103e-01,7.703688489732867239e+00
1.800000000000000000e+02,8.139897986429066805e+03,6.533717291759813861e+00,4.529490583377032697e-01,6.986666350097516798e+00
1.800000000000000000e+02,8.194322288636620215e+03,5.748588888546279918e+00,-3.329098067276314854e-02,5.715297907873516436e+00
1.800000000000000000e+02,8.248746590844173625e+03,5.052738309469390288e+00,-1.354171890591305827e-01,4.917321120410259816e+00
1.800000000000000000e+02,8.303170893051725216e+03,4.436748508957151671e+00,-3.767035447513986668e-01,4.060044964205753004e+00
1.800000000000000000e+02,8.357595195259278626e+03,3.892091051840580462e+00,-1.866754950174692729e-01,3.705415556823111078e+00
1.800000000000000000e+02,8.412019497466830217e+03,3.411057012028592794e+00,2.889383327299861470e-01,3.699995344758578941e+00
1.800000000000000000e+02,8.466443799674383627e+03,2.986691145994072372e+00,-3.762404640061621786e-01,2.610450681987910304e+00
1.800000000000000000e+02,8.520868101881935218e+03,2.612729510639155706e+00,2.864754103729744150e-01,2.899204921012130232e+00
1.800000000000000000e+02,8.575292404089488628e+03,2.283540627759037989e+00,-2.264528280382220871e-01,2.057087799720815902e+00
1.800000000000000000e+02,8.629716706297042037e+03,1.994070239333744610e+00,-4.320615340183823205e-01,1.562008705315362178e+00
2.400000000000000000e+02,4.066389066287289097e+03,1.981853471501752210e+03,-1.820615789134863993e-01,1.981671409922838620e+03
2.400000000000000000e+02,4.129921207625446186e+03,1.920520785319251900e+03,1.467063679024369627e-01,1.920667491687154325e+03
2.400000000000000000e+02,4.193453348963604185e+03,1.859346043137965353e+03,-3.596942347319813660e-01,1.858986348903233420e+03
2.400000000000000000e+02,4.256985490301761274e+03,1.798363954419335641e+03,-3.855049491951556551e-01,1.797978449470140504e+03
2.400000000000000000e+02,4.320517631639918363e+03,1.737614141826878040e+03,-2.584813340053494501e-01,1.737355660492872630e+03
2.400000000000000000e+02,4.384049772978075453e+03,1.677141272140217552e+03,1.980834749862120381e-01,1.677339355615203658e+03
2.400000000000000000e+02,4.447581914316233451e+03,1.616995085968344029e+03,-4.050835233114977729e-01,1.616590002445032496e+03
2.400000000000000000e+02,4.511114055654390540e+03,1.557230315964152396e+03,-4.363404712408132102e-01,1.556793975492911613e+03
2.400000000000000000e+02,4.574646196992547630e+03,1.497906486777861574e+03,-2.706220047895980807e-01,1.497635864773071944e+03
2.400000000000000000e+02,4.638178338330705628e+03,1.439087593955310695e+03,-7.422903665493796321e-02,1.439013364918655725e+03
2.400000000000000000e+02,4.701710479668862718e+03,1.380841663189197789e+03,2.265064283704192327e-01,1.381068169617568174e+03
2.400000000000000000e+02,4.765242621007019807e+03,1.323240195557722473e+03,-1.278261634112880518e-01,1.323112369394311145e+03
2.400000000000000000e+02,4.828774762345177805e+03,1.266357508429189693e+03,4.274914561965698079e-01,1.266784999885386242e+03
2.400000000000000000e+02,4.892306903683334895e+03,1.210269985382496088e+03,3.282434515125279839e-01,1.210598228834008523e+03
2.400000000000000000e+02,4.955839045021491984e+03,1.155055251628483347e+03,-1.450806508361855984e-01,1.154910170977647113e+03
2.400000000000000000e+02,5.019371186359649982e+03,1.100791293887039501e+03,4.746784190137494086e-01,1.101265972306053300e+03
2.400000000000000000e+02,5.082903327697807072e+03,1.047555545391618580e+03,4.098887816836652709e-01,1.047965434173302356e+03
2.400000000000000000e+02,5.146435469035964161e+03,9.954239576104928346e+02,-3.017406692022659431e-01,9.951222169412906169e+02
2.400000000000000000e+02,5.209967610374121250e+03,9.444700803891282703e+02,2.769270984791507573e-01,9.447470074876074477e+02
2.400000000000000000e+02,5.273499751712279249e+03,8.947641715652844141e+02,1.482667111788305014e-01,8.949124382764632628e+02
2.400000000000000000e+02,5.337031893050436338e+03,8.463723557568191609e+02,1.689018911948458879e-01,8.465412576480140388e+02
2.400000000000000000e+02,5.400564034388593427e+03,7.993558500670433205e+02,3.259913314074630586e-01,7.996818413984507288e+02
2.400000000000000000e+02,5.464096175726751426e+03,7.537702720094184770e+02,4.629524195333809544e-01,7.542332244289518712e+02
2.400000000000000000e+02,5.527628317064908515e+03,7.096650421492568057e+02,-6.663714033712797580e-02,7.095984050089197126e+02
2.400000000000000000e+02,5.591160458403065604e+03,6.670828909265619586e+02,3.530656968759720016e-01,6.674359566234379599e+02
2.400000000000000000e+02,5.654692599741223603e+03,6.260594759902428450e+02,-1.543048910460487200e-02,6.260440455011382710e+02
2.400000000000000000e+02,5.718224741079380692e+03,5.866231132605480525e+02,3.063258690081627211e-01,5.869294391295562718e+02
2.400000000000000000e+02,5.781756882417537781e+03,5.487946219514979020e+02,-2.377029821007523580e-01,5.485569189693972021e+02
2.400000000000000000e+02,5.845289023755695780e+03,5.125872810202363326e+02,7.880400167113643661e-02,5.126660850219075201e+02
2.400000000000000000e+02,5.908821165093852869e+03,4.780068920384919693e+02,3.665778101066584638e-01,4.783734698485986314e+02
2.400000000000000000e+02,5.972353306432009958e+03,4.450519413567972151e+02,1.264048924020910736e-02,4.450645818460374130e+02
2.400000000000000000e+02,6.035885447770167957e+03,4.137138526893327253e+02,7.704504995279815027e-02,4.137908977392855263e+02
2.400000000000000000e+02,6.099417589108325046e+03,3.839773199027385999e+02,-2.875551152869521010e-01,3.836897647874516224e+02
2.400000000000000000e+02,6.162949730446482135e+03,3.558207088458912040e+02,-2.417170428582403607e-01,3.555789918030329773e+02
2.400000000000000000e+02,6.226481871784640134e+03,3.292165164953780732e+02,-1.212867546350107073e-01,3.290952297407430365e+02
2.400000000000000000e+02,6.290014013122797223e+03,3.041318754871281271e+02,-8.346267991257960706e-02,3.040484128072155272e+02
2.400000000000000000e+02,6.353546154460954313e+03,2.805290922234589743e+02,-3.542604300501079884e-01,2.801748317934088846e+02
2.400000000000000000e+02,6.417078295799112311e+03,2.583662071452149576e+02,2.169123911825421303e-01,2.585831195363974757e+02
2.400000000000000000e+02,6.480610437137269400e+03,2.375975663954131960e+02,4.828767923717726118e-01,2.380804431877849652e+02
2.400000000000000000e+02,6.544142578475426490e+03,2.181743949268220604e+02,4.971963389029093738e-01,2.186715912657249703e+02
2.400000000000000000e+02,6.607674719813584488e+03,2.000453620745765875e+02,-3.508658565528020024e-01,1.996944962180237724e+02
2.400000000000000000e+02,6.671206861151741577e+03,1.831571316815702630e+02,3.838003563444233324e-01,1.835409320379147005e+02
2.400000000000000000e+02,6.734739002489898667e+03,1.674548899874091603e+02,-4.603837608262701941e-01,1.669945062265828994e+02
2.400000000000000000e+02,6.798271143828056665e+03,1.528828456340265802e+02,4.925341657405809537e-01,1.533753797997671597e+02
2.400000000000000000e+02,6.861803285166212845e+03,1.393846972700462175e+02,-4.472355646646269944e-01,1.389374617053815939e+02
2.400000000000000000e+02,6.925335426504370844e+03,1.269040653244419445e+02,-1.009188107105360999e-01,1.268031465137314058e+02
2.400000000000000000e+02,6.988867567842528842e+03,1.153848855458454636e+02,4.920339533874688032e-01,1.158769194992329261e+02
2.400000000000000000e+02,7.052399709180685932e+03,1.047717628500997762e+02,2.277603944081530996e-01,1.049995232445079267e+02
2.400000000000000000e+02,7.115931850518843021e+03,9.501028487317080362e+01,1.566594658175058941e-01,9.516694433898831562e+01
2.400000000000000000e+02,7.179463991857001020e+03,8.604729538171341119e+01,4.112106932905124079e-01,8.645850607500392471e+01
2.400000000000000000e+02,7.242996133195157199e+03,7.783112834556573034e+01,-3.096739906498894301e-01,7.752145435491584635e+01
2.400000000000000000e+02,7.306528274533315198e+03,7.031180402497614068e+01,2.477037756197336682e-01,7.055950780059588112e+01
2.400000000000000000e+02,7.370060415871473197e+03,6.344118887277625163e+01,2.629402858814217092e-01,6.370412915865767189e+01
2.400000000000000000e+02,7.433592557209630286e+03,5.717312140286628619e+01,3.784985016777085987e-01,5.755161990454399756e+01
2.400000000000000000e+02,7.497124698547787375e+03,5.146350643767766542e+01,3.623563362030476354e-01,5.182586277388071494e+01
2.400000000000000000e+02,7.560656839885943555e+03,4.627038032648385979e+01,-5.883876385765662853e-02,4.621154156262620205e+01
